"Security Engineer Skill Assessment - Jul 19, 2024 - 4:34:48 PM",,,,,,,,,
,,,,,,,,,
Score Overview ,,,,,,,,,
Security Operations Analyst,Introduction to Microsoft Sentinel,A solution for securely storing keys and secrets in the cloud,,,,,,,
Security Operations Analyst,Create and manage Microsoft Sentinel workspaces,Microsoft Sentinel Workspace,,,,,,,
Security Operations Analyst,Create and manage Microsoft Sentinel workspaces,Azure Lighthouse,,,,,,,
Security Operations Analyst,Create and manage Microsoft Sentinel workspaces,Log Analytics workspace,,,,,,,
Security Operations Analyst,Query logs in Microsoft Sentinel,DeviceLogonEvents,,,,,,,
Security Operations Analyst,Query logs in Microsoft Sentinel,OfficeActivity,,,,,,,
Security Operations Analyst,Query logs in Microsoft Sentinel,SigninLogs,,,,,,,
Security Operations Analyst,Use watchlists in Microsoft Sentinel,Creating more alerts to help identify issues.,,,,,,,
Security Operations Analyst,Use watchlists in Microsoft Sentinel,Export business data as a watchlist.,,,,,,,
Security Operations Analyst,Use watchlists in Microsoft Sentinel,Responding to incidents quickly with the rapid import of IP addresses.,,,,,,,
Security Operations Analyst,Utilize threat intelligence in Microsoft Sentinel,Indicator,,,,,,,
Security Operations Analyst,Utilize threat intelligence in Microsoft Sentinel,TI Indicator,,,,,,,
Security Operations Analyst,Utilize threat intelligence in Microsoft Sentinel,ThreatIntelligenceIndicator,ThreatIntelligenceIndicator,,,,,,
Security Operations Analyst,Connect data to Microsoft Sentinel using data connectors,On the CEF Connector page,,,,,,,
Security Operations Analyst,Connect data to Microsoft Sentinel using data connectors,On the Agent Management page in Log Analytics,,,,,,,
Security Operations Analyst,Connect data to Microsoft Sentinel using data connectors,On the Data connectors page,,,,,,,
Security Operations Analyst,Connect Microsoft services to Microsoft Sentinel,OfficeActivity,,,,,,,
Security Operations Analyst,Connect Microsoft services to Microsoft Sentinel,SigninLogs,,,,,,,
Security Operations Analyst,Connect Microsoft services to Microsoft Sentinel,SecurityAlert,,,,,,,
Security Operations Analyst,Connect Microsoft 365 Defender to Microsoft Sentinel,Microsoft Defender for Office 365,,,,,,,
Security Operations Analyst,Connect Microsoft 365 Defender to Microsoft Sentinel,Microsoft Defender for Endpoint,,,,,,,
Security Operations Analyst,Connect Microsoft 365 Defender to Microsoft Sentinel,Microsoft 365 Defender,,,,,,,
Security Operations Analyst,Connect Windows hosts to Microsoft Sentinel,Windows Security Events via AMA,,,,,,,
Security Operations Analyst,Connect Windows hosts to Microsoft Sentinel,Common Event Format,,,,,,,
Security Operations Analyst,Connect Windows hosts to Microsoft Sentinel,Syslog,,,,,,,
Security Operations Analyst,Connect Common Event Format logs to Microsoft Sentinel,CommonSecurityLog,,,,,,,
